gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,R_score,F_score,M_score,RFM_score,CLV_proxy,rfm_cluster,cluster_churn_rate,risk_adjusted_clv,customerID,actual_churn,predicted_churn,churn_probability
Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,1,4,4,144,3969.4,0,0.1603905160390516,3332.7458856345884,6769-DYBQN,1,1,0.5359257300764965
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,1,5,5,155,7554.05,0,0.1603905160390516,6342.452022315202,5804-HYIEZ,0,1,0.5351071548811925
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,1,2,4,124,1500.5,1,0.4363419007770472,845.7689778840406,4660-IRIBM,0,1,0.5348741738471869
Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,1,4,2,142,2421.75,2,0.04139715394566624,2321.496442432083,8495-PRWFH,0,1,0.5346023430156853
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,1,1,1,111,92.05,1,0.4363419007770472,51.8847280334728,3694-GLTJM,0,1,0.5344217760547174
Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,1,3,4,134,2723.75,1,0.4363419007770472,1535.2637477585174,5651-YLPRD,0,1,0.5342447098342461
Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,3,4,134,2596.15,1,0.4363419007770472,1463.3409742976687,5301-GAUUY,1,1,0.5339095734791733
Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,3,5,5,355,6405.0,0,0.1603905160390516,5377.698744769874,7124-UGSUR,1,1,0.5315999011182296
Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,1,2,3,123,653.15,1,0.4363419007770472,368.1532875074716,1436-ZMJAN,0,1,0.5258402813780745
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,1,1,1,111,19.4,1,0.4363419007770472,10.934967124925283,9629-NHXFW,0,1,0.5225899976521406
Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,3,2,4,324,633.45,1,0.4363419007770472,357.0492229527794,9979-RGMZT,0,1,0.5225036710221846
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,1,2,3,123,564.35,1,0.4363419007770472,318.1004482964734,3780-YVMFA,0,1,0.521959699562373
Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,1,4,2,142,2237.55,2,0.04139715394566624,2144.9217981888746,3413-CSSTH,0,1,0.5211122827190802
Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,1,4,5,145,6572.85,0,0.1603905160390516,5518.62719665272,2522-AHJXR,0,1,0.5210646660629334
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,1,3,4,134,2107.15,1,0.4363419007770472,1187.712163777645,2960-NKRSO,0,1,0.5201779161097837
Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,1,2,2,122,734.35,1,0.4363419007770472,413.92232516437537,4640-UHDOS,1,1,0.519963191734104
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,1,1,1,111,19.25,1,0.4363419007770472,10.85041841004184,9374-YOLBJ,0,1,0.5183211711161124
Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,1,3,4,134,2626.15,1,0.4363419007770472,1480.2507172743574,5213-TWWJU,0,1,0.5175378350887534
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,3,3,5,335,3835.55,0,0.1603905160390516,3220.364156206416,0327-WFZSY,0,1,0.5174645006242025
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,1,1,1,111,19.45,1,0.4363419007770472,10.96315002988643,3679-XASPY,0,1,0.5174034711393506
Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,1,1,2,112,101.1,1,0.4363419007770472,56.985833831440516,3594-KADLU,0,1,0.5153317688932688
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,1,4,4,144,4959.6,0,0.1603905160390516,4164.12719665272,0058-EVZWM,0,1,0.5140478235012316
Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,1,2,3,123,1468.75,1,0.4363419007770472,827.8728332337118,0365-GXEZS,0,1,0.5135019832993476
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,3,3,5,335,3021.3,0,0.1603905160390516,2536.7121338912134,6874-SGLHU,0,1,0.5128490515669802
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,1,3,5,135,2234.95,1,0.4363419007770472,1259.747668858338,6234-PFPXL,0,1,0.5118502595807403
Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,3,2,2,322,470.6,1,0.4363419007770472,265.25750149432156,4905-JEFDW,1,1,0.5118204085101907
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,3,5,4,354,5764.7,0,0.1603905160390516,4840.096792189679,4184-VODJZ,0,1,0.5112505954607118
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,2,3,123,503.6,1,0.4363419007770472,283.858218768679,2070-FNEXE,1,1,0.5085462703637833
Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,1,2,2,122,501.2,1,0.4363419007770472,282.5054393305439,3173-NVMPX,0,1,0.5075401331625333
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,1,2,2,122,875.35,1,0.4363419007770472,493.3981171548117,5402-HTOTQ,0,1,0.5074069712403766
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,1,3,3,133,1959.5,1,0.4363419007770472,1104.488045427376,5949-HGVJL,0,1,0.5071651307257031
Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,1,3,4,134,2191.15,1,0.4363419007770472,1235.0594441123728,4526-ZJJTM,0,1,0.5062449311122957
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,1,2,2,122,628.65,1,0.4363419007770472,354.34366407650924,7669-LCRSD,0,1,0.5037051671305822
Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,1,4,2,142,2139.1,2,0.04139715394566624,2050.5473479948255,0440-QEXBZ,0,1,0.5013750096058542
Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,3,4,5,345,5785.5,0,0.1603905160390516,4857.5606694560665,6777-TGHTM,1,1,0.5012623059277445
Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688.0,1,3,2,132,688.0,1,0.4363419007770472,387.7967722653915,2770-NSVDG,0,0,0.4990503262890084
Male,0,No,No,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,1,2,2,122,468.35,1,0.4363419007770472,263.9892707710699,1559-DTODC,0,0,0.4976796383877755
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,3,4,5,345,4062.2,0,0.1603905160390516,3410.661645746164,2995-UPRYS,1,0,0.4956906713459002
Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,1,2,4,124,1682.4,1,0.4363419007770472,948.2983861326958,2139-FQHLM,0,0,0.49536471366231966
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,3,5,5,355,7133.1,0,0.1603905160390516,5989.018410041841,3339-EAQNV,0,0,0.4947598040230629
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,1,4,4,144,3190.65,0,0.1603905160390516,2678.9,2669-QVCRG,0,0,0.493668402646264
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,3,3,4,334,2509.25,0,0.1603905160390516,2106.79009762901,1174-FGIFN,0,0,0.49145060232723103
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,19.05,1,1,1,111,19.05,1,0.4363419007770472,10.73768679019725,1015-OWJKI,0,0,0.48939183649856866
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,1,1,1,111,19.4,1,0.4363419007770472,10.934967124925283,5766-ZJYBB,1,0,0.48778464786983766
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,1,1,1,111,19.75,1,0.4363419007770472,11.132247459653316,7239-HZZCX,1,0,0.4861777117756109
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,1,1,1,111,19.75,1,0.4363419007770472,11.132247459653316,3930-ZGWVE,0,0,0.4861777117756109
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,1,1,1,111,19.8,1,0.4363419007770472,11.160430364614465,4892-VLANZ,1,0,0.48594817202607676
Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,1,2,4,124,1672.35,1,0.4363419007770472,942.633622235505,1169-WCVAK,0,0,0.4854816168630151
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,1,1,1,111,19.95,1,0.4363419007770472,11.244979079497906,6286-SUUWT,0,0,0.4852595887290507
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,1,1,1,111,20.05,1,0.4363419007770472,11.301344889420204,8749-CLJXC,0,0,0.48480056412389455
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,1,1,1,111,20.25,1,0.4363419007770472,11.414076509264794,4211-MMAZN,1,0,0.48388259261506944
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,1,1,1,111,20.3,1,0.4363419007770472,11.44225941422594,9122-UMROB,0,0,0.4836531164891802
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,1,1,2,112,51.2,1,0.4363419007770472,28.859294680215182,9537-VHDTA,0,0,0.4833126262379586
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,1,1,1,111,19.65,1,0.4363419007770472,11.07588164973102,1194-SPVSP,0,0,0.4832390891531048
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,1,1,1,111,20.45,1,0.4363419007770472,11.526808129109384,2668-TZSPS,0,0,0.4829647298598396
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,1,4,4,144,4713.4,0,0.1603905160390516,3957.4153417015336,0913-XWSCN,0,0,0.4827344356469816
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,1,3,4,134,2257.75,1,0.4363419007770472,1272.5990735206215,5419-KLXBN,1,0,0.482566199646871
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,1,1,1,111,20.6,1,0.4363419007770472,11.611356843992827,3976-NLDEZ,0,0,0.48227640788034587
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,1,1,1,111,20.8,1,0.4363419007770472,11.724088463837417,4013-GUXND,0,0,0.48135875031111547
Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,1,4,4,144,3626.35,0,0.1603905160390516,3044.7178521617852,7398-LXGYX,0,0,0.4812151330790284
Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,1,1,1,111,38.0,1,0.4363419007770472,21.419007770472206,4237-CLSMM,0,0,0.47768304145916823
Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.5,312.7,1,2,2,122,312.7,1,0.4363419007770472,176.2558876270173,5600-PDUJF,0,0,0.4764054056235693
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,1,1,111,19.9,1,0.4363419007770472,11.216796174536759,6654-QGBZZ,0,0,0.4757215036128704
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,1,1,111,20.4,1,0.4363419007770472,11.498625224148235,1963-VAUKV,1,0,0.4734302647682441
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,3,5,5,355,6547.7,0,0.1603905160390516,5497.511018131101,5469-CTCWN,1,0,0.4731435854364828
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,3,3,5,335,2090.25,0,0.1603905160390516,1754.9937238493724,1956-YIFGE,0,0,0.4724759494587771
Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,1,2,2,122,740.55,1,0.4363419007770472,417.4170053795576,9089-UOWJG,0,0,0.47222123889897694
Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,1,2,4,124,858.6,1,0.4363419007770472,483.95684399282726,3018-TFTSU,1,0,0.4718584489730957
Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,2,2,122,990.85,1,0.4363419007770472,558.5006276150627,4695-VADHF,1,0,0.47142458931739667
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,44.2,1,1,1,111,44.2,1,0.4363419007770472,24.913687985654512,0816-TSPHQ,0,0,0.4711732071824143
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,3,5,5,355,6816.95,0,0.1603905160390516,5723.575871687587,4753-PADAS,0,0,0.47078931210286706
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,5,4,2,542,2390.45,2,0.04139715394566624,2291.492173350582,7191-ADRGF,0,0,0.47076033107311394
Male,0,No,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,2092.9,1,4,2,142,2092.9,2,0.04139715394566624,2006.2598965071152,9115-YQHGA,0,0,0.4704743342409964
Female,1,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,3,5,5,355,6976.75,0,0.1603905160390516,5857.745467224547,7134-MJPDY,0,0,0.47037919489214386
Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,1,5,5,155,6019.35,0,0.1603905160390516,5053.903347280335,9544-PYPSJ,0,0,0.470340007569205
Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,1,4,2,142,2978.3,2,0.04139715394566624,2855.0068564036224,4701-AHWMW,1,0,0.46875316734342903
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,1,1,1,111,20.75,1,0.4363419007770472,11.69590555887627,2700-LUEVA,0,0,0.46863076469854975
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,1,1,1,111,61.05,1,0.4363419007770472,34.411326957561265,2308-STERM,0,0,0.46763422746222516
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,1,1,1,111,27.55,1,0.4363419007770472,15.528780633592348,1051-GEJLJ,0,0,0.4671253660656474
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,1,1,1,111,91.45,1,0.4363419007770472,51.54653317393903,1855-CFULU,0,0,0.4658896298309269
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,3,4,5,345,4228.55,0,0.1603905160390516,3550.330683403068,3858-XHYJO,0,0,0.4658565930231462
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,1,1,1,111,64.55,1,0.4363419007770472,36.3841303048416,6776-TLWOI,1,0,0.464892001863461
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,1,3,4,134,2718.3,1,0.4363419007770472,1532.1918111177524,8988-ECPJR,1,0,0.4646645320124264
Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,3,4,5,345,4730.6,0,0.1603905160390516,3971.8566248256625,2750-BJLSB,0,0,0.46464782332489935
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,1,1,1,111,43.15,1,0.4363419007770472,24.32184698147041,7017-VFULY,0,0,0.46409497371428826
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,1,4,4,144,4859.1,0,0.1603905160390516,4079.7464435146444,7426-WEIJX,0,0,0.4638377865518808
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,1,1,1,111,38.7,1,0.4363419007770472,21.81356843992827,2839-RFSQE,1,0,0.46188380295947623
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,2,3,123,994.8,1,0.4363419007770472,560.7270771069933,6227-HWPWX,1,0,0.46173757736243465
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,1,1,1,111,20.3,1,0.4363419007770472,11.44225941422594,3090-QFUVD,0,0,0.46095399870284465
Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,1,1,3,113,62.05,1,0.4363419007770472,34.97498505678421,1541-ETJZO,1,0,0.45969826716778606
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,3,5,5,355,6363.45,0,0.1603905160390516,5342.812970711297,2252-JHJGE,0,0,0.4580483057740638
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,1,2,2,122,279.25,1,0.4363419007770472,157.40152420800956,4323-SADQS,1,0,0.45802376726076444
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,1,1,1,111,58.0,1,0.4363419007770472,32.69216975493126,0178-CIIKR,0,0,0.4547063528957713
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,3,5,5,355,7475.85,0,0.1603905160390516,6276.794560669457,9844-FELAJ,0,0,0.45391918986506924
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,1,2,2,122,335.4,1,0.4363419007770472,189.05092647937835,9327-QSDED,0,0,0.4538250917241988
Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,3,5,3,353,3965.05,0,0.1603905160390516,3329.0935843793586,5446-DKWYW,0,0,0.4514300298478351
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,3,3,4,334,2598.95,0,0.1603905160390516,2182.1030683403064,0431-APWVY,1,0,0.4504384630401533
